poem,subject,score_1,score_2,score_3,score_4,score_5,rt_1,rt_2,rt_3,rt_4,rt_5
142,6258,3,3,3,3,4,827,10170,646,950,1043
87,6260,5,5,5,5,5,1131,4832,532,1180,1006
52,6258,3,3,3,2,2,529,345,4673,500,513
75,6262,6,8,6,8,6,24367,9964,95,148,7791
125,6260,5,5,5,5,5,485,463,700,487,10429
67,6262,6,0,0,5,5,42,64,9169,27054,77
39,6265,2,2,3,1,5,8575,25585,11449,3692,2836
40,6267,9,9,9,6,4,4715,2197,17729,6116,6954
105,6262,2,2,2,2,2,21567,106,2079,6068,94
72,6265,4,4,4,3,6,1669,12392,2471,2271,4257
92,6242,3,2,2,2,3,287495,8562,8916,2147,2795
67,6267,3,9,2,4,2,3778,10351,1916,2840,3128
90,6242,3,2,3,2,2,9625,1867,1714,2619,1267
10,6262,3,3,3,3,2,114,3342,109,20271,72
136,6270,2,1,1,3,3,27265,5516,2077,9567,2648
107,6268,3,3,3,3,4,1997,1465,2782,4463,18711
88,6270,2,1,1,1,1,428,5501,752,513,578
136,6265,4,5,3,5,7,2103,1858,2024,8139,1404
32,6267,5,6,3,2,1,3244,13740,2213,2680,2013
14,6270,3,3,3,3,3,417,4824,410,445,882
85,6242,4,3,3,2,3,8678,2507,2595,4507,2682
64,6242,4,3,2,3,2,7727,362,907,665,467
80,6270,3,2,2,2,3,287,419,233,211,11745
52,6267,7,9,5,9,4,2699,1212,9523,2181,1612
99,6268,2,2,2,4,2,1348,2181,10435,2912,2731
87,6272,5,9,5,7,6,6675,15069,2662,2665,2651
125,6268,2,3,3,3,3,3371,9163,1681,1148,3698
133,6271,4,4,7,6,6,9169,6977,12466,16150,29132
34,6272,6,7,7,8,7,2029,3217,10043,5318,1756
74,6275,1,1,1,1,2,1648,4762,6518,3515,17757
29,6274,8,0,0,5,5,32092,6507,3312,5527,7011
71,6275,1,1,1,1,1,7365,994,1298,1127,1266
98,6272,8,4,8,7,4,1416,1491,3288,1377,9789
75,6274,9,9,9,9,9,2519,4230,2444,7081,2159
8,6272,6,8,6,6,7,1393,4843,1117,8328,1621
62,6274,9,9,9,9,9,845,1185,379,374,2503
56,6271,4,1,5,4,4,6748,12235,10880,11048,3461
101,6276,4,2,4,5,4,8735,20641,4694,5994,3645
65,6275,2,3,2,2,4,2955,21162,1888,2781,2528
118,6275,6,6,6,6,6,712,1792,909,5360,2519
1,6271,6,5,6,8,6,3881,9715,2102,10534,3259
41,6278,6,2,3,5,0,8126,3023,3069,27648,4506
147,6271,3,4,5,7,5,2747,3532,4412,12228,2407
48,6281,3,2,2,2,2,7499,10276,6660,3398,16242
121,6278,4,1,2,3,0,3698,3672,3381,35153,3781
141,6281,2,4,3,3,3,6861,7478,2876,2140,1926
80,6284,6,6,6,9,4,3315,2032,1935,4156,9924
22,6281,3,4,2,2,3,2344,12389,2585,1006,2114
87,6284,5,6,4,8,7,1006,1255,3063,999,1112
65,6283,1,5,2,8,8,4032,4025,2110,1949,1280
25,6284,8,6,5,1,3,853,873,1146,1641,747
12,6278,6,5,4,6,5,11292,2026,2058,3373,1951
34,6284,3,4,5,9,6,995,1064,1641,2052,1009
65,6281,2,3,2,2,2,4214,1566,4956,11166,1564
96,6285,9,9,8,8,8,1620,3427,8671,2742,1646
61,6286,6,3,3,4,2,12541,4252,2774,3531,5324
116,6285,8,7,8,8,8,5806,2365,6545,4185,497
150,6266,8,8,8,8,8,2217,2115,14230,965,371468
124,6285,6,5,3,3,3,3749,1955,8285,882,2775
33,6285,2,5,2,5,6,1757,4917,2256,7759,2149
41,6289,9,9,9,9,9,1635,7514,8854,2229,806
142,6288,6,6,6,6,8,7107,27008,5152,2188,1420
40,6289,9,9,9,9,9,8850,1290,765,1048,1340
133,6290,5,3,3,4,4,6129,3046,5708,1764,13854
10,6290,2,2,1,3,4,7027,1909,1735,2468,2065
39,6292,3,2,1,2,3,9424,5997,2397,3127,9806
93,6288,4,5,3,3,3,2623,9884,1542,4621,4162
117,6291,4,5,3,3,4,6988,11031,2646,9928,8504
110,6292,1,1,2,1,1,1745,1047,6863,993,1044
5,6288,7,7,7,7,6,473,3087,537,1107,788
1,6290,3,2,2,4,3,1863,1249,3665,2446,5618
59,6290,2,2,2,2,2,597,1197,5037,1648,497
18,6292,3,5,4,4,5,5572,714,596,598,597
89,6288,8,8,7,7,7,12449,989,2056,551,499
1,6291,3,4,3,3,3,1655,7762,1966,7699,3526
24,6295,9,6,7,9,8,3294,3175,2579,2347,20497
67,6292,1,1,1,1,1,391,4173,447,854,1029
117,6294,2,7,1,1,1,6315,6446,2753,26143,8923
118,6295,9,9,9,9,9,15396,2108,1115,1298,1632
106,6291,4,4,4,3,4,8284,1197,2966,13372,2302
61,6297,7,7,5,7,5,180,5267,4103,53,13200
39,6295,5,7,6,6,7,9772,1709,1078,2941,1590
140,6297,8,8,8,8,8,29,44,57,49,65
58,6291,3,3,3,3,3,1382,6776,1352,1823,1011
145,6297,8,8,8,8,8,26,43,66,83,30
145,6297,8,8,8,8,8,26,43,66,83,30
65,6294,5,4,5,6,5,2853,20040,6321,8030,8515
9,6295,6,5,5,6,6,2497,863,8892,1458,2445
117,6301,9,9,9,9,9,898,416,5445,2043,10064
145,6298,7,4,7,8,7,4635,25090,14785,4864,7836
32,6299,0,0,7,0,2,5230,3832,8927,2080,19207
125,6294,6,7,8,4,8,11397,6034,2772,2458,5992
84,6299,0,0,0,1,0,1131,6076,932,1814,1151
10,6302,0,0,0,0,0,1005,2253,4556,27850,1597
53,6299,0,0,0,0,0,216,215,229,773,5928
52,6298,5,8,6,4,5,4002,2588,10814,3418,5329
81,6302,0,0,0,0,0,7611,497,799,680,646
8,6294,3,4,4,4,3,1590,2110,1292,11245,3555
97,6307,6,1,4,3,2,2748,4679,2948,6282,11426
80,6302,4,5,2,2,2,1339,1461,4496,956,1119
59,6302,5,5,5,5,5,496,1148,3861,516,605
109,6308,9,5,9,9,9,3618,4296,7315,9787,12939
35,6309,0,0,0,0,7,13911,1116,9381,7333,5867
20,6304,4,5,6,7,5,4554,40564,5863,8575,4703
6,6307,4,6,3,5,2,511,2076,10276,664,2763
68,6309,0,0,0,0,0,2313,930,428,1648,1365
3,6298,3,8,3,3,5,2802,2958,3785,1825,19406
90,6314,5,5,5,3,8,2917,8355,2276,3273,2874
49,6308,0,0,0,1,0,7633,2008,1861,2998,8188
25,6310,6,7,6,4,3,4109,10350,4812,5092,16407
77,6307,3,5,4,3,4,1624,7230,1197,5056,2032
131,6309,6,3,3,5,5,3480,3596,3903,3147,3465
146,6315,8,9,9,5,7,5108,2821,5825,12974,5521
57,6298,6,8,5,5,7,5053,2053,1903,3737,9535
59,6309,0,0,0,0,0,579,397,514,2948,779
122,6308,1,0,0,0,0,1232,1593,1724,1016,5671
108,6307,6,6,7,6,7,1132,782,846,4187,820
34,6314,5,8,6,6,6,1701,1767,2216,1957,6385
142,6317,3,3,2,3,4,7258,13178,3259,3069,2357
32,6308,0,0,0,0,0,110,394,159,1910,1548
116,6310,6,5,6,5,4,7764,2232,2654,4083,2394
32,6308,0,0,0,0,0,110,394,159,1910,1548
34,6317,4,4,4,4,4,8015,1436,1577,1039,896
53,6304,5,3,3,4,4,2994,17237,2278,12401,11163
139,6314,5,7,3,5,5,1506,1630,6702,2601,1238
42,6315,4,2,3,4,2,6389,1612,3355,8632,1908
96,6310,7,7,8,6,6,1721,1210,2063,2097,5828
21,6317,3,4,4,4,3,2012,931,1541,5103,429
48,6318,5,5,0,3,0,6487,18735,3347,3588,4006
104,6314,8,7,7,6,8,2182,4371,1295,1593,2447
77,6315,6,6,6,6,6,6759,1468,3500,1491,1716
59,6320,4,4,2,4,1,748,1631,2692,8995,6141
16,6317,6,5,5,7,7,941,3738,1845,1350,1167
119,6310,6,5,5,5,5,2298,1477,8718,1736,3766
22,6318,5,5,5,5,6,8463,1110,2583,4562,1826
28,6315,4,3,5,4,3,1469,1595,6644,1419,796
88,6318,4,7,6,6,6,7474,3147,1758,2229,856
99,6318,5,5,5,5,5,5467,118,110,127,146
54,6323,0,0,0,0,1,4263,3016,2379,5859,10092
60,6321,8,4,3,5,5,42408,4993,8670,1831,8524
12,6324,3,5,4,4,3,3735,2793,11526,2470,8390
33,6323,4,4,3,6,5,1652,10361,3613,4375,1501
54,6324,6,5,5,4,3,1434,6964,1748,1982,2449
40,6323,3,0,1,0,2,7303,978,1607,1086,1010
31,6324,6,4,4,4,4,1305,11805,1365,2199,1749
141,6323,0,0,0,1,2,2330,10601,1666,1815,2083
34,6324,5,4,4,4,3,1535,1418,1698,5837,1275
129,6304,6,5,4,5,6,6084,8740,2968,119795,1959
78,6327,3,3,3,3,0,3287,2582,20906,7073,3197
64,6304,5,5,5,4,6,12614,1736,6999,4306,1936
22,6328,0,2,1,1,6,2914,4267,1772,1394,40522
132,6327,3,3,3,3,0,25596,678,1772,794,1441
64,6327,3,0,0,3,3,5779,780,2368,423,677
51,6327,4,0,3,4,4,9109,429,3164,1378,515
121,6328,3,0,2,1,3,34594,3785,1707,2404,3128
38,6332,4,6,2,0,3,3567,16275,1539,4686,1427
136,6332,3,3,3,3,3,4654,2820,4416,1607,3460
32,6328,1,1,4,6,3,1979,10834,1970,18595,1513
81,6328,7,7,5,7,7,9616,3142,4208,3528,1988
34,6333,2,2,0,0,2,9432,15892,2964,1313,1990
4,6333,6,6,6,8,6,1647,2366,3331,9050,1664
124,6333,4,3,5,4,5,580,405,442,668,4151
44,6335,2,2,1,1,1,7165,2338,12576,6902,2291
54,6333,2,3,2,2,2,614,2650,864,305,661
38,6336,9,9,9,9,9,24521,524,728,9445,3235
128,6337,0,1,1,5,1,4908,2861,2175,19974,13499
52,6334,7,9,7,8,9,20686,11310,18730,22700,5158
89,6337,2,2,1,3,3,2243,2550,3856,18088,2665
73,6339,8,7,7,6,8,6031,17132,5975,3182,10895
103,6337,1,2,1,1,1,964,10542,1265,1344,1429
147,6337,1,1,1,1,2,813,1965,1770,682,11305
65,6339,6,7,6,8,7,2136,7410,3528,9666,3305
93,6339,6,8,7,8,8,8556,7707,2075,2248,1725
63,6341,7,5,5,4,3,8163,3584,12809,3433,4046
137,6340,9,4,5,7,4,21255,8575,393,1400,30814
62,6340,4,3,3,3,3,219,92,71,116,140
17,6342,6,4,3,6,2,4952,4303,3816,22359,2536
96,6341,8,6,8,7,8,1529,5524,4367,3553,1929
52,6339,9,8,9,8,8,3541,8168,2225,2598,1726
21,6342,7,6,5,6,3,15446,2486,1789,2314,1278
22,6341,6,7,5,6,6,2450,4783,2215,2752,5416
25,6341,8,6,6,7,8,7399,1831,1345,5019,2451
128,6343,6,9,9,9,6,15253,7192,9202,6551,4777
95,6342,6,6,5,6,6,1403,1605,1409,679,12855
62,6345,1,1,0,2,1,5900,6207,2031,3581,16927
137,6343,4,4,3,5,4,3798,2064,3294,2964,15855
26,6345,0,1,0,1,1,1695,6602,1480,6599,2200
43,6343,5,5,5,5,5,1076,1489,2099,1044,12705
1,6345,0,1,0,1,1,2513,5602,1278,2067,6307
42,6343,6,6,6,6,6,1007,781,1987,886,9676
45,6344,0,0,2,0,2,3178,2570,54921,4944,15385
119,6348,7,5,3,5,5,5295,10701,14632,2898,7243
9,6351,5,4,5,5,5,4471,5265,9518,3508,3547
78,6350,7,7,5,7,9,18321,2468,2480,2594,3695
97,6345,0,1,0,0,1,1463,4529,1049,799,9728
81,6351,4,4,4,5,4,1401,1689,2796,4706,1409
109,6344,0,0,0,0,2,1647,1319,3221,2083,18930
4,6348,6,5,5,5,6,3613,4961,3149,3959,7184
136,6351,4,4,4,4,4,333,941,477,5538,418
39,6350,4,3,8,5,8,8390,3344,2006,4091,2160
54,6351,5,5,5,5,5,177,737,1029,221,2815
131,6348,5,6,6,5,7,2544,1431,2898,5753,1665
89,6350,3,3,2,1,4,2575,2571,2126,8431,3306
133,6348,5,8,5,5,7,9537,4883,1430,2548,1498
11,6350,5,3,5,4,6,7008,1542,2355,2767,2119
106,6344,3,7,5,3,5,20719,11137,3152,5670,7192
62,6357,5,6,2,5,5,7301,5305,16816,6395,12532
63,6358,5,5,5,5,5,8755,993,420,1734,30366
150,6357,8,6,8,8,6,8492,5602,3574,8371,2170
80,6360,5,5,5,5,5,3197,11358,2158,3763,8873
134,6359,2,0,7,0,6,7380,2763,37141,11048,4376
114,6357,9,9,9,9,9,2361,4399,4537,4076,6891
28,6360,4,4,3,5,5,2146,2659,3698,11889,2146
119,6361,1,0,0,1,0,1894,14180,6696,6521,3628
9,6357,6,4,6,5,6,5082,3013,5435,2998,1819
132,6359,5,5,5,6,6,2298,1844,4002,3492,26106
78,6363,3,1,2,7,7,4046,6331,3580,4875,16639
122,6365,2,2,2,2,3,4633,5798,16530,4556,2930
107,6367,5,7,2,3,1,5039,10143,3427,3124,4878
139,6366,0,1,0,0,6,1064,3758,11255,13100,11122
45,6365,2,2,2,2,2,413,4896,594,719,585
106,6361,7,9,2,5,3,12846,9613,2664,2161,3334
61,6365,2,2,2,2,2,1024,84,3835,11,49
144,6367,1,1,1,1,1,2374,1696,1566,1541,8057
32,6366,0,0,1,0,0,4913,1126,3163,647,1497
62,6359,7,9,7,6,7,2809,12859,6979,4599,2458
80,6367,1,1,1,1,1,3005,504,492,1432,667
32,6369,7,7,4,6,3,145,210,125,233,210
13,6363,2,1,5,3,0,7931,7709,3314,9424,4080
108,6369,4,3,6,6,4,180,107,180,195,147
139,6369,6,7,7,4,7,5340,644,1215,1305,277
61,6367,1,1,1,1,1,289,3871,241,781,308
108,6366,0,0,0,0,0,2855,409,464,428,481
125,6366,0,0,0,0,0,412,305,270,2253,599
70,6361,1,0,1,1,1,2487,2451,3378,2157,16833
86,6359,8,7,7,6,6,11371,1829,1444,7130,1496
132,6361,0,0,0,0,0,706,656,772,5334,669
83,6370,7,7,5,8,6,15147,6643,7078,8394,3038
117,6363,5,5,6,5,4,22251,1947,1929,2630,2648
136,6371,3,5,3,2,2,5325,10189,3345,8877,17517
16,6371,6,7,5,5,6,2150,9107,1616,1615,1964
22,6363,6,8,7,8,9,2331,7366,7980,1998,1364
10,6370,8,8,8,8,7,5471,7303,5714,5788,2377
37,6376,7,5,7,6,7,9296,6964,1600,1958,6347
146,6371,7,7,7,6,7,940,1842,1400,15568,869
64,6370,8,8,8,8,8,1975,4286,9578,1564,3384
52,6371,8,7,7,6,8,954,5900,1008,4596,835
28,6376,6,4,4,5,3,1947,2249,10217,3371,1678
39,6370,9,8,8,9,8,1716,2136,9933,1169,1601
7,6376,7,7,6,5,6,1861,7859,2078,2219,2125
5,6376,3,3,3,3,3,735,8285,1224,1196,1030
142,6380,3,6,3,3,3,1440,2282,4909,5911,30698
115,6375,1,8,0,4,5,13231,16999,51647,13667,11048
117,6379,4,7,6,7,6,9224,14730,15278,6213,18591
146,6380,3,6,3,3,3,2413,14258,1298,6677,1830
73,6385,3,4,4,3,4,1807,7854,5722,3223,10950
118,6375,8,9,9,8,9,7816,11334,6115,9250,8114
133,6379,4,5,7,5,6,5248,10728,11942,3227,3996
15,6380,6,3,6,5,5,1674,1950,19903,3027,1682
110,6379,7,7,7,8,8,8174,2775,6208,3192,2625
45,6385,6,4,4,5,6,10851,3082,1626,9048,2009
74,6388,6,0,2,3,3,3938,1858,2159,2149,12092
10,6387,6,7,6,7,6,24617,10404,1688,1453,1021
105,6375,0,3,0,0,0,4398,8565,6463,13022,4082
57,6385,6,6,5,5,7,1545,1663,2232,1524,17297
18,6388,8,9,7,6,7,1679,7957,2127,2769,1828
87,6379,4,4,4,5,3,1395,2014,2440,14122,1864
74,6387,9,9,9,9,8,4693,2178,2367,1556,2609
29,6375,0,9,0,0,0,5486,3620,4497,2582,2642
24,6385,5,5,5,6,6,2007,1994,1258,9106,1334
58,6389,8,8,9,8,8,2836,7729,13238,4238,8035
132,6388,3,5,3,3,4,2062,2226,1139,16162,1767
88,6389,6,7,6,6,7,2007,9735,3237,3934,3011
43,6388,3,5,2,2,2,1522,2311,839,9533,1135
48,6391,0,0,0,0,0,24423,14603,2349,5748,2956
51,6395,7,8,7,7,8,5298,16161,3313,2227,10724
126,6392,3,7,5,5,7,850,18333,5745,3635,3824
122,6394,4,0,3,4,4,6121,17797,11994,3877,2812
76,6391,9,9,9,9,9,13978,1630,1264,1888,1981
19,6395,8,8,8,8,8,1980,1775,7051,2041,1854
79,6396,5,7,3,4,3,10647,17882,4456,2009,6882
28,6394,0,0,0,0,0,6552,6015,1448,1976,2355
140,6392,5,5,4,5,6,3012,3223,2216,2978,12867
109,6395,5,5,5,5,5,2543,1514,9007,1658,1427
26,6396,7,6,5,6,5,10910,1500,3277,1432,1819
42,6391,5,5,5,5,5,2430,2014,23700,1355,1396
128,6394,0,1,0,0,0,6833,5005,1257,1997,1140
77,6396,0,1,0,0,0,8620,2390,1110,991,1167
47,6395,6,5,7,6,7,1245,2799,2145,9993,1728
59,6401,7,7,8,6,6,24545,1150,1815,3056,2713
93,6394,0,0,0,0,0,1279,1100,10474,1378,1981
31,6400,5,3,2,4,4,18175,3457,1818,10068,1635
142,6396,3,4,3,2,2,4169,1353,7173,5812,2166
123,6405,0,2,0,4,3,6413,5229,11326,5298,4849
81,6404,6,6,6,6,6,2230,2649,10955,5791,23957
2,6404,6,6,6,6,6,59,30,1844,122,35
105,6404,6,6,6,6,6,47,31,32,46,61
40,6400,3,4,3,4,3,5283,9911,2837,5213,1114
38,6406,8,8,8,8,8,2747,3748,6855,2497,20663
26,6402,0,8,0,4,5,22663,21459,6559,10747,5377
71,6405,4,3,2,3,3,6148,5367,3188,3048,1725
64,6400,2,2,3,5,3,1861,1485,8643,7299,1568
83,6408,6,6,4,3,3,2642,9969,4690,3571,20575
40,6405,4,3,5,4,4,2356,4433,5939,2168,1320
137,6414,0,0,0,0,0,497,482,1179,3411,9919
134,6414,0,0,0,0,0,304,405,323,308,266
53,6406,4,5,4,7,5,1248,1519,2531,21188,3065
64,6414,0,0,0,0,0,354,322,430,354,201
35,6405,2,2,2,2,2,2071,1863,4103,2660,1708
28,6400,6,3,4,3,5,1952,1607,2787,2053,15870
139,6402,0,0,0,1,2,6946,5417,2131,15019,3779
76,6406,8,7,7,7,7,881,1015,1299,6160,1664
53,6408,5,6,5,7,4,2088,1886,1693,7767,7033
39,6407,6,7,5,8,3,48557,6017,5043,14579,4717
63,6410,4,3,3,2,3,41829,15863,3663,4410,7493
52,6406,6,6,6,7,8,1382,1498,1105,3291,8578
91,6417,6,0,0,2,3,15059,7593,2532,2349,4465
80,6408,7,2,3,5,6,1841,4814,7326,13213,1037
93,6402,6,7,4,6,6,11166,9121,5843,9279,2836
95,6407,6,7,4,6,1,4779,9696,6639,10270,4569
109,6417,0,0,0,0,0,8456,4998,2945,2380,2096
15,6408,7,6,6,7,7,1884,3590,6864,2238,1714
87,6422,0,0,0,0,0,436,412,439,493,4375
54,6402,6,2,4,6,6,2018,12360,3473,6800,3643
99,6407,3,2,0,0,1,9598,4602,2467,1595,2737
135,6417,5,6,6,6,6,3341,10382,2248,2028,2000
19,6422,0,0,0,0,0,402,496,348,448,345
99,6422,0,0,0,0,0,383,294,303,396,446
20,6420,6,3,4,6,6,9785,4931,3096,2779,15726
92,6422,0,0,0,0,0,463,367,2444,364,509
23,6417,6,6,6,6,5,2530,797,1330,1281,9565
145,6407,3,5,0,5,1,3867,4460,3237,3956,4342
36,6424,9,9,9,9,9,340,387,372,421,2421
60,6420,6,6,7,7,7,2875,15109,2215,2750,3032
104,6424,9,9,9,9,9,301,330,348,317,364
7,6424,9,9,9,9,9,300,268,286,331,180
80,6419,4,0,4,7,6,41340,11119,15088,7114,3387
67,6424,9,9,9,9,9,226,207,138,143,134
80,6420,7,7,7,7,8,2598,1292,14185,1600,2107
102,6420,8,7,7,8,7,6042,1264,1063,2316,1179
126,6419,7,7,9,9,8,10576,6053,6063,2702,13190
112,6419,2,0,0,2,3,3258,7159,6277,3949,9063
107,6428,5,5,1,3,5,9871,6400,3399,4463,19313
90,6419,0,0,3,6,4,2756,2578,2821,11192,3462
128,6435,9,9,9,9,9,350,349,337,3383,417
93,6435,9,9,9,9,9,257,337,230,298,326
70,6428,2,3,2,1,2,4566,10534,5834,5308,2994
106,6435,9,9,9,9,9,325,271,302,287,287
40,6435,9,9,9,9,9,518,276,311,287,302
18,6430,6,8,2,6,8,6968,27274,3460,4595,4979
78,6434,2,5,1,2,9,4165,6529,1694,3098,25394
96,6428,3,2,4,5,2,3332,3332,4967,5850,8113
42,6434,4,4,3,3,5,1461,8503,3116,1813,1745
69,6430,8,8,8,8,8,7840,2871,1999,2063,16868
102,6428,5,2,1,3,4,8988,3982,3881,3366,2291
14,6434,6,6,5,5,5,5758,3766,1058,1229,1406
54,6434,4,5,5,5,6,610,913,803,1079,12178
139,6438,3,3,5,7,4,2097,3757,2129,2886,8921
95,6436,1,2,3,3,3,15994,12448,6874,4350,9508
72,6438,3,3,3,4,4,6656,1485,1148,1627,1675
91,6430,2,2,2,2,2,10646,2055,1511,1339,2123
23,6438,5,5,5,5,5,428,4950,500,1051,824
37,6438,3,3,4,3,3,246,229,3118,280,427
37,6438,3,3,4,3,3,246,229,3118,280,427
148,6441,5,0,3,2,1,2252,4059,1814,2210,7707
104,6439,4,6,1,2,4,7472,8781,2012,3513,16307
87,6436,2,2,3,3,3,3293,11597,6176,15490,1676
146,6441,6,1,2,3,1,5178,910,1125,2279,395
106,6441,4,5,5,4,9,145,1121,141,160,4390
147,6439,2,3,2,2,2,3828,8955,1397,4828,3945
14,6436,3,4,3,4,3,3081,8749,2247,9920,3631
35,6439,2,2,2,2,2,649,679,3822,629,564
71,6439,3,3,3,3,3,360,633,645,406,6452
31,6444,7,0,3,0,3,25293,8148,7121,2972,6287
131,6436,4,3,2,3,3,12303,4675,1350,6164,1676
34,6444,0,0,1,5,2,4923,5780,3220,5035,7844
138,6446,7,6,7,9,7,19492,5588,4732,2686,4630
135,6444,0,0,0,0,0,1449,1278,2022,1781,7303
134,6448,0,0,0,0,0,1991,3928,22134,1811,2029
46,6444,1,1,1,0,1,2297,3072,5217,1782,4658
63,6448,0,0,0,0,0,8642,1099,946,1070,1997
131,6449,6,6,3,3,6,7010,9856,7140,7453,21838
1,6446,7,6,5,5,5,2687,12518,2920,5736,7786
28,6453,6,8,6,6,5,5758,3445,5011,6505,7858
116,6454,8,5,5,6,7,2053,3636,17243,3315,1964
102,6451,1,2,2,1,1,6064,9046,3927,10394,24056
32,6448,0,1,0,1,1,1853,2642,1200,8026,1699
85,6452,4,3,5,4,5,6826,3050,20769,7464,4098
121,6448,0,0,0,0,0,466,384,849,7703,732
125,6449,4,5,3,5,6,2172,11980,4837,2629,4248
85,6446,8,5,6,6,6,2754,1550,3733,11655,3864
39,6454,4,5,4,6,6,2471,2243,4904,14316,2254
59,6452,2,3,3,2,2,3383,12774,2212,2082,1923
5,6449,3,3,4,3,4,9330,3185,2526,2246,1968
138,6454,3,5,5,4,8,4185,2324,3698,2250,5888
19,6446,9,9,9,9,9,1138,1675,3709,7575,13624
64,6452,4,6,2,2,2,4110,11317,1777,4976,1615
27,6454,6,6,6,6,6,2046,2076,6565,2363,1963
138,6451,2,5,2,2,2,40100,8796,4724,2993,3813
37,6463,6,6,7,6,3,67,51,485,120,8887
43,6449,6,6,4,5,6,3706,2271,1930,17763,3656
150,6440,6,7,5,7,6,7867,8207,127991,70845,31462
14,6452,5,5,2,2,4,15817,5366,1480,1435,1781
145,6462,0,0,0,0,0,4450,16719,3741,1432,1770
138,6458,6,9,8,9,9,22445,8574,3383,6347,27491
44,6455,5,3,0,3,2,74430,7933,8777,13851,11977
44,6451,4,6,5,5,5,16525,6047,4245,6442,2660
34,6429,3,7,2,3,2,5343,6899,378318,7509,5916
62,6465,6,7,0,1,5,6851,4392,12206,4144,8584
134,6462,2,0,0,0,1,7303,2799,1317,1524,2046
15,6465,7,9,7,9,9,646,50,1427,635,122
72,6464,4,1,1,6,3,2915,3780,8169,27869,3363
114,6470,3,2,3,1,1,2883,2017,17397,1985,2217
30,6468,5,1,2,7,5,2916,6970,4621,4383,14509
122,6466,6,2,0,1,3,10458,2102,2263,6726,13090
77,6440,5,6,8,9,7,3063,15819,2646,1422,15716
73,6462,9,9,9,9,9,2523,5126,4050,1456,1554
128,6429,3,3,3,3,3,11288,2636,1467,1625,5643
107,6440,5,7,7,6,5,314,191,222,2760,115
1,6464,4,6,6,4,2,5380,7750,2415,2061,2229
55,6440,8,6,6,8,6,164,160,139,145,149
92,6451,6,6,6,6,6,3216,5395,2378,2164,12191
55,6440,8,6,6,8,6,164,160,139,145,149
139,6462,0,0,0,0,0,1098,1254,1399,2386,5303
45,6455,2,6,3,1,2,7763,14281,3015,6199,3247
105,6429,3,3,3,3,3,571,8650,403,499,412
122,6470,6,4,3,4,4,7483,2417,1818,6441,1767
103,6467,4,6,3,7,6,6124,24991,3156,14424,7547
34,6468,2,0,4,5,4,1970,2959,5728,2771,9067
53,6466,1,1,5,5,4,3562,3447,13158,3165,2263
124,6458,3,4,2,3,5,5173,7880,14575,18538,6618
74,6464,1,9,9,6,5,2345,7460,2528,6248,3233
116,6429,3,3,3,3,3,11157,571,779,494,507
78,6470,3,3,3,3,3,1774,1285,8359,1715,1386
66,6468,7,6,5,3,7,7523,1895,1735,2292,1688
139,6455,5,3,5,5,6,3496,8369,4407,2211,2680
78,6466,0,7,0,0,4,1932,2250,6745,1931,2644
111,6464,6,7,4,9,3,1330,1737,3498,7104,1388
20,6467,5,7,7,6,7,5558,2659,4219,2009,15033
103,6477,6,5,4,6,6,2099,2313,2297,14265,3442
3,6476,6,8,6,7,8,24988,483,429,1502,2390
70,6470,4,4,4,4,4,11091,899,1075,486,419
78,6468,5,9,7,8,8,1715,2101,1384,4475,6003
78,6458,3,7,8,9,8,3508,9366,2909,2741,7525
115,6455,7,8,4,7,9,1910,1561,8466,8579,2498
131,6476,7,7,7,7,7,348,212,569,707,6144
12,6472,6,9,3,7,6,4922,10912,23795,12791,6806
60,6476,7,7,7,7,7,1394,451,550,628,620
115,6478,8,0,0,0,0,21752,6530,8916,2051,3105
3,6466,3,4,1,3,1,11433,3730,1679,10065,2091
51,6458,6,6,6,4,6,4245,2578,7002,3548,3222
120,6467,4,4,3,3,3,1964,16450,1883,2784,2904
114,6481,5,2,4,8,4,2412,3097,4761,1386,30906
13,6478,4,6,2,0,1,9315,2470,4101,2950,3923
147,6473,3,0,3,4,4,16068,11017,17270,6106,29331
79,6467,6,7,7,6,7,1939,1618,2332,13455,2022
86,6481,8,4,6,7,6,1120,3544,1274,820,1183
110,6472,3,7,4,7,6,4253,12293,4773,15504,3048
103,6481,8,8,5,8,7,726,1129,1776,771,721
124,6481,2,4,6,3,4,740,677,651,823,776
78,6473,3,6,2,1,4,2766,11944,3525,5422,4011
37,6472,8,8,7,8,9,3536,9268,2612,5182,1792
46,6486,3,2,2,7,3,9476,12866,3243,2815,2259
96,6472,9,9,8,9,9,1351,4991,2280,1579,1674
68,6473,1,4,1,1,4,1820,2266,1702,2038,20552
106,6486,3,3,3,3,3,1417,3517,7172,1898,1320
109,6489,4,7,5,2,5,9956,9418,5777,5275,4208
9,6485,4,8,2,7,3,6564,6552,5846,3480,21799
72,6487,0,0,0,3,2,3878,14568,5995,16941,9707
26,6486,3,3,3,3,3,1525,561,2727,806,1002
127,6486,3,3,3,3,3,460,723,2147,521,853
141,6473,3,6,3,3,4,2117,2934,2061,5272,10234
123,6488,2,4,2,2,2,7717,35674,3491,8666,2917
72,6489,6,8,5,6,5,2620,7803,1644,1870,1952
8,6491,4,4,4,4,4,544,1192,429,6575,515
116,6491,5,6,5,4,4,166,137,149,132,121
4,6491,4,4,7,7,6,139,148,108,126,173
121,6491,4,6,4,7,7,110,133,91,178,146
