poem,subject,score_1,score_2,score_3,score_4,score_5,rt_1,rt_2,rt_3,rt_4,rt_5
29,3360,4,5,3,4,4,10558,2597,2928,3601,6713
37,3362,8,8,6,4,7,4058,4096,28750,2306,2739
94,3360,7,6,7,7,5,5349,10939,2148,2298,4213
7,3362,9,6,8,7,8,8679,2412,1579,1484,1442
12,3360,8,7,8,8,8,5362,2295,1912,3439,7246
100,3362,6,4,7,5,7,1691,1844,1203,4434,5016
116,3362,5,4,2,3,6,1340,2481,2440,1500,4180
28,3364,1,1,1,1,0,10680,1785,1153,5503,1006
92,3363,0,0,0,3,1,3776,4966,7224,5436,3629
66,3363,8,5,9,6,7,1443,3969,1675,1848,1992
140,3364,6,5,5,5,5,1314,1246,1049,2456,8741
148,3364,6,5,6,6,7,1182,5449,526,626,921
17,3365,7,7,7,8,6,1448,1568,1540,22818,1917
7,3363,9,7,9,8,8,1060,7755,2130,1624,1293
98,3364,6,7,8,7,7,607,564,4054,798,657
128,3365,8,8,8,8,8,5529,2371,1361,2598,1641
84,3363,5,5,4,4,7,1738,1480,1967,1561,8285
36,3365,7,6,7,7,6,1049,15750,1277,1301,975
94,3366,1,1,1,1,1,1962,2386,1244,11795,12284
112,3366,1,5,1,1,2,1780,11998,1347,6999,2562
92,3366,5,6,1,6,6,1515,1330,1811,17046,1576
130,3366,6,6,6,5,6,1114,1243,6273,1144,1316
28,3367,4,0,0,1,3,8876,6915,1969,6510,5969
47,3369,5,5,5,5,5,744,41,139,444,39
107,3368,7,5,5,5,7,11911,6996,3063,21746,15359
16,3368,6,6,4,4,5,3011,5846,2325,17738,5059
91,3371,4,4,4,4,9,1414,10904,2258,3077,3763
9,3370,0,0,0,1,0,1308,25500,4727,1177,2884
65,3371,3,3,4,3,4,1696,680,1999,6755,3457
23,3368,6,5,6,7,7,2845,3146,18993,6826,2159
12,3371,4,3,3,4,4,477,491,564,1053,6154
18,3361,4,2,0,6,0,364546,10857,2739,19999,3724
58,3370,5,7,4,6,5,1863,3149,1729,18326,1428
43,3371,7,5,6,6,6,667,3547,659,4486,679
42,3368,6,4,4,3,4,3398,12258,6349,2914,2712
55,3370,9,9,9,9,9,796,1212,864,763,7889
110,3372,9,5,5,4,7,9091,2857,7458,3014,10983
104,3361,0,1,0,0,0,1294,1376,9857,5063,1248
10,3372,9,8,8,9,8,5523,1760,1339,2209,1496
16,3370,5,7,5,6,4,1274,1879,1078,13244,1146
112,3361,8,7,8,8,8,1596,8849,7382,2012,1506
69,3372,9,6,8,5,7,6369,1537,1364,2627,1454
137,3372,7,9,8,9,9,5960,1458,1109,1298,1301
27,3361,0,3,2,1,0,1318,2483,10173,1684,1127
82,3377,4,4,4,4,4,1049,2088,4910,1909,10488
38,3375,1,2,0,0,1,5614,40474,1980,1447,7009
148,3375,2,0,1,0,2,566,383,8830,1092,714
144,3375,6,0,7,7,1,465,2865,682,514,417
80,3376,6,4,5,7,7,3848,11358,12112,5812,15725
72,3375,2,6,2,5,6,531,378,364,5675,501
99,3382,8,2,8,9,9,2526,6317,10395,6301,2804
145,3382,3,1,1,4,4,2266,3809,5232,3189,1865
124,3376,7,7,6,5,8,15179,2596,2745,2778,4512
72,3383,5,6,6,8,8,3137,482,8948,7621,27855
75,3382,2,7,7,8,4,1027,1061,2955,860,1248
48,3384,6,1,7,3,0,10968,23629,4021,5507,10030
42,3382,9,9,9,9,7,854,877,1948,560,1446
12,3383,5,5,7,9,5,628,350,7184,4433,50
81,3376,9,8,8,9,9,2413,12716,2062,2427,2597
64,3376,9,9,8,9,9,1795,1279,1078,14761,1282
17,3384,8,8,8,8,5,4092,8405,1900,8706,8361
7,3392,1,9,1,1,1,2564,8089,18975,8106,19769
87,3393,9,8,2,6,5,13950,6152,5692,8978,5925
93,3384,4,2,2,3,2,8243,2743,4593,6973,10911
38,3392,1,4,1,1,1,2662,4537,18652,1832,1901
13,3395,5,5,5,5,7,2715,5331,17593,5947,5340
51,3392,4,9,5,7,7,12199,2002,2300,7600,2238
19,3384,8,8,8,8,5,10861,8314,3120,4307,5191
135,3397,0,6,1,0,0,3747,4773,3180,4265,9817
68,3396,6,8,0,3,3,23996,5126,5046,8596,5556
20,3397,1,0,0,0,0,3149,2612,9299,1312,1677
62,3397,0,0,0,0,0,616,1271,1903,773,613
27,3397,1,1,0,0,0,225,414,326,301,384
27,3397,1,1,0,0,0,225,414,326,301,384
146,3396,2,2,2,2,2,1060,2538,19885,1094,2774
82,3400,5,5,5,6,4,4016,569,166,12090,2273
28,3400,6,6,6,6,6,126,54,88,330,80
147,3400,6,6,6,6,6,117,71,19,82,83
147,3400,6,6,6,6,6,117,71,19,82,83
110,3396,8,6,5,7,3,4013,4636,3649,5279,13285
24,3396,0,0,0,0,0,675,5770,6062,741,763
58,3403,5,8,7,4,5,3863,2797,9290,18255,11444
126,3405,5,5,1,5,1,12211,5846,2812,8213,13424
104,3403,5,5,6,5,5,8986,5061,10437,5396,7182
35,3405,5,5,2,2,5,2463,2630,8880,4795,1311
150,3407,1,4,4,4,4,3713,1044,43369,2918,937
138,3405,9,9,9,9,9,1530,1973,2838,1657,4746
134,3403,7,7,7,6,7,2865,8327,2563,2279,1498
108,3405,5,5,5,5,5,840,690,4261,1680,823
59,3409,0,0,0,3,0,12018,13373,2458,6652,1862
20,3403,6,8,7,7,6,1557,7018,13261,1957,1467
88,3409,5,4,4,5,5,1595,7986,2012,1574,3225
147,3409,5,5,4,5,5,968,1857,3588,2192,1065
52,3409,5,5,5,5,5,1410,763,701,461,882
7,3410,8,7,9,7,7,2648,3932,9595,10931,3722
52,3411,8,0,9,7,5,12802,12423,2533,5080,3231
143,3410,8,7,3,4,6,3384,2029,2318,14252,2006
133,3410,3,6,5,7,6,3136,10170,2079,1510,1738
112,3411,2,6,0,6,2,2894,7715,12902,2730,8586
73,3412,3,3,2,9,3,3966,4721,12484,34554,7443
56,3415,6,7,5,7,7,14804,3580,16631,5808,3235
148,3416,0,2,0,0,1,2391,22616,5999,1659,2275
6,3412,3,3,3,3,5,2994,5247,1532,3653,15228
106,3412,2,2,2,2,2,128,157,161,2593,416
63,3412,2,2,2,2,2,192,135,223,81,132
63,3412,2,2,2,2,2,192,135,223,81,132
92,3416,0,0,0,0,0,982,10346,1018,957,1975
32,3415,7,6,5,6,6,13833,3522,3751,2298,3091
49,3416,3,3,2,1,0,11084,3511,1472,1446,1130
140,3416,0,0,0,0,0,494,2109,681,574,718
34,3413,8,0,0,8,3,4039,3113,122234,5416,2611
114,3411,7,0,7,7,7,464,1703,92,99319,1590
48,3420,4,3,0,2,1,11568,3480,30399,5767,3942
95,3415,8,8,6,6,7,4068,3641,4400,25855,2325
85,3411,0,0,0,0,0,5657,632,564,647,83
139,3421,0,0,0,0,0,9598,13199,3575,800,393
15,3413,8,8,8,8,8,845,756,5621,1420,1246
131,3422,6,6,6,3,6,12434,4127,1708,2694,3992
70,3421,0,0,0,0,0,2857,1225,515,592,501
130,3413,8,8,8,8,7,515,548,579,5347,758
130,3421,1,1,1,1,1,4963,2200,1012,761,625
69,3413,9,9,9,8,8,513,651,549,8666,504
61,3415,5,5,7,6,7,3895,10557,2647,1590,2424
65,3427,9,9,9,9,9,552,537,2673,432,432
97,3427,9,9,9,9,9,417,452,387,364,399
114,3427,9,9,9,9,9,373,366,346,308,339
133,3427,9,9,9,9,9,280,351,309,321,346
8,3428,0,0,0,0,0,99,102,219,145,2674
145,3428,0,0,0,0,0,84,99,119,115,130
148,3428,0,0,0,0,0,117,94,152,86,99
68,3428,1,1,0,0,0,127,137,117,94,108
22,3421,2,2,2,2,2,736,16062,605,457,726
68,3428,1,1,0,0,0,127,137,117,94,108
40,3426,7,8,6,7,8,5470,3802,7413,5260,11203
52,3430,0,0,0,0,0,33,46,2654,216,75
32,3430,0,0,0,0,0,65,30,31,31,82
97,3430,0,0,0,0,0,51,69,21,63,31
137,3423,0,0,1,5,5,5125,21411,21789,7836,6220
124,3432,9,9,9,9,9,78,58,193,46,2719
110,3432,9,9,9,9,9,49,49,63,45,80
13,3426,7,6,6,6,6,8599,1682,1143,2377,1748
81,3432,9,9,9,9,9,47,65,46,61,97
81,3432,9,9,9,9,9,47,65,46,61,97
25,3429,7,6,4,5,5,7149,3807,8126,10399,7505
62,3423,2,2,3,3,4,10187,1893,2140,2217,5334
145,3426,7,7,6,7,6,1378,4895,1207,6952,1094
12,3429,8,8,5,7,5,9568,2390,2774,1390,2160
72,3426,7,6,6,7,7,1357,4202,1493,3727,1411
53,3435,5,4,4,5,4,699,698,960,807,2959
93,3423,2,4,3,4,4,5437,1899,8165,1819,1613
117,3435,4,4,4,4,5,522,497,484,1022,713
74,3435,6,5,6,5,5,678,808,1256,454,862
20,3420,3,2,2,3,1,94536,4095,6068,3924,1885
47,3429,5,7,4,3,4,1452,2004,8419,1563,1413
95,3435,5,6,5,6,5,1328,817,672,662,769
42,3431,6,2,5,7,7,6015,28532,19295,2532,6257
67,3423,6,6,6,6,6,1997,1369,1499,1425,8507
54,3429,7,8,7,6,9,1008,839,7979,1404,911
24,3420,1,1,1,3,0,3892,2092,1969,6286,1385
92,3438,9,9,9,9,9,16,24,1987,44,41
78,3438,9,9,9,9,9,35,12,28,37,20
65,3436,4,7,3,5,3,2156,3857,6116,6027,14173
132,3438,9,9,9,9,9,141,9,48,154,57
74,3436,7,3,3,4,7,5756,7314,1731,1410,1346
108,3393,5,8,3,5,6,7845,9138,7377,649622,3701
22,3440,6,5,5,5,5,3559,777,1011,6376,966
57,3420,5,5,5,4,5,3470,1908,3630,28890,1730
95,3440,6,6,7,6,7,774,780,3248,867,894
147,3436,4,3,4,4,5,782,644,8372,581,1245
149,3439,3,3,2,3,3,764,2695,7446,4179,16577
17,3433,7,8,6,8,8,3532,13818,5055,83456,5770
33,3437,3,1,1,0,1,20456,10341,10609,10047,2674
89,3436,1,1,1,0,1,548,526,1133,902,6467
67,3440,5,4,6,5,5,857,677,6780,1055,1084
120,3440,5,5,5,5,6,590,607,596,499,6305
49,3433,8,8,7,7,6,9724,6657,7428,1001,1469
106,3433,8,9,7,6,7,765,672,136,1207,160
106,3433,8,9,7,6,7,765,672,136,1207,160
78,3437,5,8,3,5,6,9060,14824,3572,3545,3242
9,3393,5,8,5,5,8,6035,4950,53205,2719,2049
138,3431,8,9,9,9,9,1331,1531,3435,2161,121851
109,3437,1,1,1,1,1,2128,24048,2560,2673,2024
95,3431,9,9,8,8,8,10586,8803,3495,1480,3527
30,3437,3,5,4,4,4,3853,13337,6370,4929,2227
137,3446,8,7,9,9,8,2830,8869,1425,6558,11409
113,3446,6,7,6,6,7,14117,2516,866,1548,2181
40,3445,3,6,1,3,7,58581,7799,2801,1607,5238
54,3445,5,6,2,4,6,887,2662,1704,7509,600
144,3446,4,3,3,5,5,1199,1349,1281,19243,914
150,3446,5,5,5,5,5,8873,397,377,475,651
131,3445,6,7,5,3,5,1815,11738,1595,1291,607
89,3445,6,6,7,8,7,1102,1173,1060,3543,995
6,3450,4,4,6,6,3,3407,8768,11423,2407,2549
145,3450,4,5,5,6,4,2624,7887,2904,2292,1318
7,3450,5,4,4,6,5,2582,2355,1162,1449,1153
49,3450,5,4,6,5,7,607,1039,485,573,1590
73,3449,6,6,6,6,6,10258,43605,73517,5116,1746
11,3431,8,9,8,7,9,301991,1601,1682,3632,2167
129,3453,6,7,1,1,7,3376,2461,5712,20388,3668
65,3453,0,0,0,0,0,611,838,9266,501,1659
92,3453,8,8,8,8,6,416,1023,783,775,8102
2,3453,7,7,7,7,7,457,7114,547,188,222
13,3454,6,6,6,6,5,20665,26271,3016,4237,13130
114,3452,6,8,6,6,4,11947,9898,15501,35064,11909
145,3456,0,0,0,0,1,13188,25113,3192,5570,7574
29,3458,0,1,0,0,0,16670,9652,6312,2144,4011
143,3457,5,9,0,2,2,2857,3033,3482,38844,7215
39,3458,0,0,0,0,1,2974,1032,962,5954,879
90,3454,6,5,5,6,5,5637,11481,3760,2362,12644
89,3452,9,9,9,7,7,2014,3048,5346,23185,2929
31,3458,1,1,0,1,1,5756,2098,1675,4781,2493
134,3456,1,7,8,8,5,8791,5303,22034,3828,3780
131,3454,7,5,6,6,6,2611,3574,15327,2966,2293
88,3458,0,0,0,0,0,3182,852,787,5985,1179
13,3459,7,4,1,5,5,5205,7672,4479,9058,2779
49,3456,7,7,8,8,8,3048,3814,9956,3746,1774
75,3452,6,8,6,7,6,3914,2813,1714,30217,2696
150,3459,4,6,6,7,6,1621,2009,2698,11169,2162
120,3454,4,4,4,5,4,16616,4478,1958,2142,3433
96,3464,0,0,0,0,0,210,5464,111,153,233
73,3464,0,0,0,0,0,213,114,175,176,281
81,3464,0,0,0,0,0,58,72,78,90,64
100,3464,0,0,0,1,0,128,109,126,36,90
100,3464,0,0,0,1,0,128,109,126,36,90
11,3456,2,7,2,2,4,3415,6002,12186,3195,3546
22,3459,5,4,5,6,5,1341,2924,2680,12430,1888
33,3462,0,0,0,0,0,19632,5819,3768,1873,2637
147,3459,4,6,7,5,6,910,759,4286,735,643
145,3452,5,7,7,6,6,2312,9563,25564,3146,1230
35,3462,0,0,0,0,0,1131,1078,1945,1115,1158
63,3462,0,0,0,0,0,938,973,1717,860,1155
50,3461,1,2,2,4,3,1684,3090,1934,4562,44650
22,3462,0,0,0,0,0,3323,937,949,720,762
97,3461,5,6,6,5,5,16086,6355,1002,861,1550
78,3461,2,5,3,5,5,1411,5805,543,535,634
138,3461,7,8,7,7,8,1149,1981,984,1219,9274
123,3465,1,0,2,1,1,5866,21430,10629,6533,3949
125,3465,0,1,0,1,1,9547,10751,9423,3899,1726
9,3465,2,3,1,3,2,2965,3838,11627,12743,2144
86,3468,9,9,9,9,8,17785,1863,3115,873,2035
57,3469,7,9,5,6,7,9131,7350,3537,3391,3054
122,3468,9,9,9,9,9,716,6119,529,746,573
1,3468,9,9,9,9,9,342,407,455,6715,376
136,3468,9,9,9,9,9,361,35,88,405,337
136,3468,9,9,9,9,9,361,35,88,405,337
103,3469,4,5,2,4,4,1704,2906,1718,3778,4771
9,3469,5,5,4,4,4,680,779,707,573,4135
31,3470,5,5,1,5,9,2382,9665,2530,6560,12851
99,3469,6,7,7,6,7,1543,1430,1077,1790,2243
18,3470,8,8,4,5,5,2981,5180,1699,5097,1366
136,3472,0,5,3,0,0,2258,3470,1727,14961,9115
132,3470,3,1,0,1,1,6416,1879,1249,2163,2214
25,3472,7,9,7,5,7,11128,1311,1142,4479,1259
11,3470,4,4,4,4,3,1148,1082,798,7622,1047
148,3472,2,3,4,3,2,2340,32305,1403,1446,1303
101,3475,5,4,5,6,6,11227,23216,1448,309,159
145,3475,6,3,4,6,3,10,73,28,13,39
74,3475,7,5,3,4,8,44,13,127,164,26
74,3475,7,5,3,4,8,44,13,127,164,26
74,3475,7,5,3,4,8,44,13,127,164,26
53,3473,9,9,5,9,9,5217,2922,2557,55842,3309
149,3473,6,2,8,6,9,4909,7702,3428,12502,1661
96,3473,9,9,9,9,9,8380,1062,1310,2365,7663
104,3477,0,1,0,1,2,26048,2347,2131,6602,12326
4,3477,4,8,6,5,6,2417,5161,3789,1896,6334
94,3478,6,2,6,4,6,24066,5193,2280,2268,4284
50,3477,3,4,1,3,4,2028,1566,1974,1837,10982
130,3477,0,1,0,1,2,1495,1184,6917,1379,1246
106,3478,5,1,4,4,3,2037,4657,26788,2583,2936
65,3478,1,1,1,1,0,2131,6344,2067,7172,2352
13,3481,4,3,4,5,4,6844,5289,4503,3168,8608
57,3478,4,2,4,4,5,1845,7075,12787,1031,1218
4,3481,4,4,4,5,5,1942,9153,2496,2129,1963
117,3481,4,4,4,4,4,913,1199,1033,1847,9072
88,3481,4,4,4,4,4,562,1864,3227,934,1463
147,3460,5,3,2,5,4,3218,2373,3147,683619,3604
75,3460,3,5,5,4,2,22896,3269,2227,3087,1730
38,3483,0,1,0,0,0,1765,23121,1328,2499,8790
37,3483,0,0,0,0,0,11064,1528,1946,1067,1213
139,3483,0,0,3,1,0,6009,1348,4560,1628,1072
25,3483,5,7,5,5,5,1913,9651,1215,2613,1281
58,3484,6,6,3,4,3,6658,4853,1283,1849,2800
130,3484,5,2,2,7,3,2166,1110,1016,797,884
69,3484,6,6,7,7,8,2358,3122,1334,1398,1497
28,3484,5,5,5,7,5,1313,7894,1145,10596,1216
147,3487,6,4,6,8,6,5416,338,375,245,903
39,3487,7,6,5,7,7,240,358,96,188,27
30,3487,7,7,6,5,7,164,181,139,215,147
8,3460,4,8,4,2,5,3139,2456,2616,18860,161889
94,3489,6,5,5,5,7,2920,10774,2062,1079,1614
62,3488,5,0,0,1,4,4574,3678,1649,2964,18733
25,3460,7,7,7,7,7,6555,1091,1283,2704,1156
150,3489,7,5,7,7,8,1127,1910,1078,6734,895
49,3489,4,3,3,3,0,1163,693,7343,857,1094
11,3489,6,6,6,6,5,408,583,660,680,3689
45,3488,1,1,5,1,2,1662,10788,6833,2697,1799
115,3488,4,8,3,5,5,2866,3312,8785,1981,8493
94,3488,7,1,2,1,2,5258,4733,2360,1747,1697
66,3486,9,6,8,7,7,5532,166376,8972,3268,3482
130,3486,8,9,8,9,8,2500,1963,2955,16848,2163
118,3492,2,7,3,8,5,7291,5305,10263,7810,2547
118,3492,2,7,3,8,5,7291,5305,10263,7810,2547
113,3486,7,9,8,7,8,81907,4449,7980,2315,1223
23,3492,8,8,7,6,6,10589,2127,2283,2699,1409
23,3492,8,8,7,6,6,10589,2127,2283,2699,1409
45,3486,6,6,6,6,7,18963,1523,2795,1236,1948
37,3492,6,2,3,3,2,15330,2510,32030,2156,253
41,3493,4,6,4,5,4,1509,11240,2997,3507,10591
78,3493,4,5,5,6,4,1694,4100,1997,5819,1659
38,3492,1,1,3,2,1,1274,1818,4457,1942,11059
46,3493,7,6,6,7,6,3493,2395,2728,2232,8860
115,3496,2,2,2,2,2,8229,16073,3109,2580,2899
122,3496,5,5,5,5,5,965,2855,879,1027,6838
62,3496,4,5,4,5,5,780,968,506,827,7093
94,3496,7,7,7,7,7,624,795,534,4938,696
40,3498,5,6,0,9,9,6816,8336,26037,3656,10680
45,3498,6,9,0,9,8,2624,1830,3959,7245,8882
43,3499,5,8,1,0,4,3277,2949,3490,9964,2059
81,3498,7,8,0,9,9,3626,2461,9463,2549,1485
27,3499,4,8,8,7,7,1709,1898,1916,2993,6377
128,3501,9,9,9,7,8,2531,17865,3133,10378,2851
63,3504,9,5,7,6,6,3866,796,548,1434,1080
76,3498,8,8,0,0,7,2481,2978,3661,2582,7682
75,3503,6,9,8,9,7,3534,3796,6182,2273,9907
26,3504,7,7,7,7,7,116,89,102,83,90
33,3499,0,5,2,1,6,764,8565,1194,1375,2916
26,3504,7,7,7,7,7,116,89,102,83,90
56,3504,7,8,8,6,2,194,879,902,796,1179
21,3501,3,2,3,5,4,2745,9510,3145,2708,2626
98,3499,6,6,6,5,5,8639,1815,2298,3178,1277
15,3503,6,5,0,5,8,3286,5001,2391,2121,8352
25,3501,8,5,9,8,8,15280,3278,2500,4881,2463
7,3503,6,3,2,3,6,3482,1691,3953,3118,6284
75,3501,9,6,7,7,6,6459,3584,1771,2022,1253
115,3503,5,5,3,5,9,2006,8691,1381,1203,1722
92,3507,7,7,7,7,6,584,2125,1368,1120,21104
19,3507,7,7,7,7,7,359,290,214,317,395
150,3507,7,7,7,7,7,211,260,352,118,126
117,3507,7,7,7,7,7,78,112,280,53,155
117,3507,7,7,7,7,7,78,112,280,53,155
10,3509,4,6,3,3,4,18284,12999,4401,10956,2946
89,3510,2,5,4,2,3,7677,7944,10600,331,12699
71,3509,7,4,4,5,5,2605,4314,5551,17188,1694
101,3510,7,7,7,7,5,10606,9429,8831,4607,9085
97,3510,6,7,7,7,5,9004,7343,7549,5876,3231
48,3510,8,5,8,8,7,1683,3845,8954,1615,2584
118,3514,6,5,4,6,5,16554,3538,4598,3013,3829
108,3515,4,8,6,3,5,3228,2456,2505,1242,19590
35,3514,3,4,1,4,3,1692,2134,8801,4390,2018
133,3515,5,7,3,4,6,1942,322,788,410,434
61,3515,3,6,6,3,4,102,187,359,270,374
47,3515,7,4,7,4,3,103,282,138,195,272
130,3514,5,6,6,6,6,2293,1955,11245,2317,1375
22,3514,5,7,4,6,4,1390,2781,6140,2210,1555
94,3516,7,4,5,6,6,6479,8929,3144,8355,16125
36,3516,7,7,7,7,7,960,1581,4817,740,10880
28,3516,5,5,5,5,4,1129,1068,3828,1851,10825
136,3516,3,3,3,4,3,509,576,779,9635,1078
77,3518,6,5,2,5,7,10438,2914,3619,2327,2942
95,3518,2,7,0,0,1,2819,1895,990,1425,2880
75,3518,6,5,7,7,6,1642,3929,1026,1470,1042
44,3519,4,4,4,6,5,6925,4809,4793,2286,2998
68,3519,4,6,6,7,6,2096,1875,3662,1203,2142
24,3519,3,3,3,3,3,965,756,1177,784,3625
90,3519,7,6,6,6,7,591,1443,3570,1040,678
3,3520,5,4,2,4,4,10034,30015,3977,19846,19731
96,3524,9,9,9,9,9,2859,3077,2557,20264,4175
88,3520,3,4,3,5,5,2732,4287,3624,7748,2444
122,3520,6,6,6,6,6,1844,1919,9034,2814,1659
78,3520,3,4,3,5,4,1272,2359,1763,2219,7139
119,3524,9,5,7,9,9,5357,13096,5165,7813,2028
125,3526,7,7,7,6,7,2541,3238,3022,11382,2085
71,3526,4,4,5,4,4,1221,1309,8053,1906,1125
6,3526,7,7,6,6,7,454,718,529,4601,773
53,3526,7,7,7,6,7,320,2949,899,357,434
69,3528,4,0,3,2,3,7748,4249,12765,5381,7843
106,3527,0,0,0,5,5,3797,36721,5745,3891,3944
67,3527,9,9,9,9,9,804,8780,984,857,1105
49,3528,5,5,5,4,4,4882,6164,11203,2948,1781
76,3527,9,9,9,9,9,4606,575,636,1333,546
10,3528,4,2,2,2,4,9405,3711,2930,1717,1085
28,3528,6,2,3,3,4,12969,1547,1846,1461,3146
114,3529,5,0,0,4,7,3642,6291,2727,6729,7076
122,3529,6,4,6,5,5,1863,13449,5181,1677,4263
44,3529,4,5,5,6,6,2163,5781,1997,1443,10928
12,3530,2,1,1,3,0,8836,4440,1893,4396,7100
96,3529,6,6,7,6,7,1230,1369,995,7306,1145
46,3530,3,4,3,3,0,5750,5246,11386,23817,2232
140,3532,2,5,5,5,3,1382,13417,6219,3069,14101
82,3532,2,4,5,7,2,365,611,484,459,3332
138,3532,1,4,7,4,4,29,325,303,348,311
47,3532,4,7,3,2,5,196,95,453,232,133
47,3532,4,7,3,2,5,196,95,453,232,133
37,3530,5,4,4,2,1,3664,4424,13594,2934,1987
14,3530,4,4,3,1,1,7377,16804,2695,2516,4847
131,3533,6,6,6,6,6,1386,1273,10631,2055,1370
95,3535,6,7,5,5,4,483,2155,16182,372,708
31,3535,3,7,5,3,7,235,207,451,211,492
143,3535,3,6,7,2,4,604,604,194,172,467
80,3535,7,2,4,4,1,420,170,549,139,243
131,3533,6,7,6,7,6,991,847,575,4968,800
107,3533,3,3,5,4,5,634,592,528,461,5003
50,3533,3,3,3,3,3,530,490,1838,566,1081
28,3533,4,3,3,3,4,870,672,633,1066,2617
66,3536,3,1,3,3,0,12417,6502,3701,12949,4050
85,3536,1,1,1,1,0,1379,3183,1302,1314,3395
90,3536,2,1,1,1,0,1483,1232,1235,2666,1098
21,3536,1,1,1,1,0,869,791,932,1982,1066
144,3537,2,1,0,1,2,7436,10472,1895,2597,4905
101,3540,8,5,9,8,8,4730,7585,14497,6195,1586
24,3537,3,6,1,2,4,2664,7475,1697,4758,2838
21,3540,8,8,8,8,7,1737,1375,4170,3077,1545
51,3540,8,6,8,7,8,743,1903,790,1964,643
39,3540,8,7,8,7,8,563,448,498,583,462
111,3537,4,8,4,7,5,2108,5950,11661,3451,1477
8,3537,8,7,6,8,8,1543,2335,1005,2326,1698
104,3542,1,2,0,0,1,15511,51543,4727,3131,7885
113,3542,1,1,1,1,1,1955,1757,5613,11861,2026
106,3542,0,1,1,1,0,1446,730,5477,870,1025
66,3542,1,1,1,1,1,808,922,1095,745,2675
131,3543,4,6,5,5,5,5166,16200,10220,6323,24320
69,3545,8,8,8,5,7,16685,7482,9874,10757,4349
111,3543,6,5,6,6,7,1565,11475,1162,1447,3132
103,3543,6,6,6,5,7,880,2045,1012,1928,5328
142,3545,4,3,3,5,4,1162,2493,1444,2427,11901
6,3543,6,6,6,6,6,473,585,788,645,3806
20,3545,7,6,6,8,8,2183,3075,1865,5212,2745
66,3547,8,7,9,8,8,5595,10740,3961,2109,3302
85,3547,6,5,5,4,5,3016,7875,5375,1557,1949
90,3547,6,7,6,6,7,2423,2026,1206,11741,2072
21,3547,8,8,7,8,8,863,444,5812,476,485
131,3553,4,6,3,2,3,7280,12489,3064,1731,9071
120,3553,2,2,2,3,2,1148,5613,2315,13330,2948
59,3554,5,1,1,5,5,8842,7631,3551,26074,1644
2,3553,4,5,3,1,4,10349,2015,2070,1654,1598
135,3554,7,4,3,7,8,1366,2127,1640,6125,1220
138,3554,8,8,7,7,8,445,837,3760,529,455
61,3553,6,3,4,3,5,2031,3965,2414,1198,1315
55,3554,4,4,5,4,4,441,814,3859,551,622
143,3555,5,7,7,4,7,2368,9866,2879,14563,3492
85,3556,7,7,7,7,7,6373,9527,1787,14703,5446
38,3555,6,7,6,6,7,2934,9512,3831,1647,2316
74,3555,7,7,7,6,6,560,4165,611,1083,782
49,3556,5,5,5,5,4,1436,3037,1282,6717,2062
39,3555,6,8,5,7,6,508,653,479,497,3100
126,3556,0,0,0,0,1,1479,2503,2394,3300,3070
20,3556,2,2,2,2,2,577,593,545,6696,489
131,3559,7,6,9,7,9,1447,2330,1369,21344,1481
85,3560,5,3,1,5,4,1844,1997,3224,14162,15339
76,3561,9,5,7,7,9,7343,9130,5615,2948,15424
148,3561,9,9,9,9,9,1249,3960,2371,9842,964
46,3563,3,6,3,3,2,11526,3094,2403,2343,2970
17,3563,6,7,7,7,7,1017,1959,1171,2040,3488
134,3563,6,5,6,4,5,291,287,340,4050,491
20,3563,7,6,6,7,7,326,332,377,173,273
17,3565,5,5,5,5,5,378,3207,347,510,1243
108,3565,5,6,5,4,7,348,400,407,464,396
132,3565,1,7,6,2,3,242,400,346,462,195
77,3567,0,0,0,0,5,4914,5644,2054,8631,2152
94,3566,5,9,5,7,7,5925,8650,2362,2282,17102
15,3566,8,6,8,7,9,958,348,444,262,266
9,3566,9,9,9,8,9,166,266,206,315,232
77,3566,8,6,8,8,9,358,323,190,529,138
139,3567,4,2,1,1,4,2437,4798,10751,1421,1994
37,3567,5,5,4,5,5,1376,6202,4990,1773,1350
56,3567,0,4,2,1,4,3740,14351,6857,1570,1489
129,3569,0,0,1,1,1,8769,18760,7730,6134,4145
46,3571,1,2,1,0,1,2009,5391,4846,1649,27047
17,3571,0,0,0,1,0,1327,4395,2037,2196,4034
148,3569,0,0,1,1,0,2305,9586,1789,1562,1574
134,3571,0,0,0,0,0,961,444,894,623,6410
20,3571,0,0,0,0,0,622,681,488,876,950
16,3569,3,4,4,4,4,9302,4946,1651,1723,1675
31,3569,6,6,5,5,5,6598,1312,1882,1489,1556
58,3573,0,1,3,5,4,6542,7636,1359,18566,5146
99,3573,4,4,4,4,3,83,64,53,33,198
55,3575,3,4,0,4,5,5851,14744,5079,42918,7576
130,3575,0,0,0,0,0,1040,946,579,556,17496
125,3575,0,0,0,0,0,5301,84,67,191,629
14,3575,0,0,0,0,0,70,96,65,28,68
14,3575,0,0,0,0,0,70,96,65,28,68
126,3577,1,1,1,5,4,5750,38420,6549,7965,5808
97,3577,7,4,9,9,6,2558,5641,12678,10969,2315
93,3577,6,8,8,7,6,2723,5950,14238,2073,2565
96,3577,7,7,7,9,8,3083,2710,2717,9619,2895
89,3578,9,4,3,3,3,2987,11872,20052,3646,2403
150,3579,4,4,3,5,4,462,579,4381,1427,5263
